500 1491
0 223 1
0 113 1
0 201 1
0 224 1
0 379 1
0 41 1
0 136 1
0 200 1
0 234 1
0 261 1
0 340 1
0 363 1
1 223 1
1 334 1
1 445 1
1 456 1
1 467 1
1 478 1
1 489 1
1 2 1
1 68 1
1 90 1
1 113 1
1 146 1
1 190 1
1 212 1
1 235 1
1 246 1
1 257 1
1 290 1
1 301 1
1 312 1
1 346 1
1 368 1
1 390 1
1 446 1
1 454 1
1 457 1
1 458 1
1 460 1
1 462 1
1 469 1
1 471 1
1 473 1
1 476 1
1 477 1
1 482 1
1 484 1
1 485 1
1 487 1
1 490 1
1 493 1
1 495 1
1 496 1
1 497 1
1 12 1
1 20 1
1 32 1
1 33 1
1 43 1
1 48 1
1 51 1
1 60 1
1 67 1
1 75 1
1 94 1
1 105 1
1 108 1
1 117 1
1 126 1
1 128 1
1 131 1
1 132 1
1 155 1
1 160 1
1 165 1
1 166 1
1 167 1
1 170 1
1 174 1
1 176 1
1 177 1
1 186 1
1 192 1
1 198 1
1 202 1
1 215 1
1 217 1
1 225 1
1 236 1
1 238 1
1 249 1
1 250 1
1 255 1
1 265 1
1 283 1
1 291 1
1 292 1
1 294 1
1 296 1
1 302 1
1 305 1
1 313 1
1 320 1
1 329 1
1 330 1
1 337 1
1 356 1
1 381 1
1 384 1
1 391 1
1 393 1
1 394 1
1 404 1
1 433 1
1 439 1
2 13 1
2 79 1
2 101 1
2 146 1
2 168 1
2 179 1
2 257 1
2 357 1
2 451 1
2 26 1
2 40 1
2 61 1
2 71 1
2 72 1
2 114 1
2 137 1
2 164 1
2 204 1
2 206 1
2 221 1
2 232 1
2 274 1
3 264 1
3 309 1
3 360 1
3 406 1
4 25 1
4 344 1
6 17 1
6 69 1
6 339 1
7 44 1
7 73 1
7 169 1
7 263 1
8 52 1
8 172 1
8 182 1
8 210 1
8 293 1
8 380 1
8 385 1
8 405 1
8 432 1
9 96 1
9 253 1
9 269 1
9 343 1
10 27 1
10 56 1
10 62 1
10 87 1
10 397 1
10 425 1
11 58 1
11 203 1
11 336 1
12 48 1
12 126 1
12 215 1
13 57 1
13 79 1
13 101 1
13 168 1
13 279 1
13 450 1
13 451 1
13 455 1
13 480 1
13 491 1
13 492 1
13 42 1
13 83 1
13 86 1
13 93 1
13 99 1
13 109 1
13 118 1
13 122 1
13 178 1
13 226 1
13 237 1
13 342 1
13 359 1
13 376 1
13 383 1
13 441 1
14 95 1
14 158 1
14 398 1
14 416 1
15 28 1
15 78 1
15 159 1
15 204 1
15 267 1
15 278 1
16 22 1
16 31 1
16 59 1
16 81 1
16 147 1
16 152 1
16 191 1
16 285 1
16 318 1
17 270 1
18 23 1
18 49 1
18 77 1
18 134 1
18 143 1
18 266 1
18 272 1
18 386 1
19 29 1
19 45 1
19 64 1
19 80 1
19 120 1
19 251 1
20 82 1
20 132 1
20 160 1
20 170 1
20 220 1
20 271 1
20 391 1
21 47 1
22 31 1
22 147 1
24 35 1
24 124 1
24 135 1
24 323 1
24 412 1
24 464 1
24 472 1
24 476 1
24 3 1
24 37 1
24 98 1
24 150 1
24 171 1
24 382 1
25 141 1
26 36 1
27 54 1
27 62 1
27 70 1
27 145 1
27 156 1
27 419 1
28 159 1
28 205 1
28 214 1
28 407 1
29 208 1
29 251 1
30 64 1
30 65 1
30 194 1
30 296 1
30 361 1
30 388 1
31 59 1
31 147 1
32 238 1
32 260 1
32 393 1
33 132 1
33 271 1
35 472 1
36 114 1
36 193 1
36 322 1
36 442 1
37 39 1
37 150 1
37 358 1
38 139 1
38 154 1
38 173 1
38 370 1
39 277 1
39 411 1
40 348 1
41 136 1
42 74 1
42 99 1
42 228 1
43 60 1
43 75 1
43 97 1
43 324 1
44 66 1
44 78 1
44 84 1
44 169 1
44 331 1
44 370 1
45 120 1
45 284 1
48 60 1
48 126 1
48 320 1
49 266 1
50 209 1
50 245 1
51 105 1
51 121 1
51 229 1
51 231 1
51 381 1
51 394 1
51 424 1
52 131 1
52 148 1
52 172 1
52 216 1
52 307 1
52 432 1
54 156 1
56 87 1
57 279 1
57 441 1
59 191 1
60 97 1
60 202 1
61 164 1
61 218 1
61 237 1
61 256 1
62 87 1
62 139 1
63 180 1
63 213 1
63 428 1
64 185 1
64 187 1
64 317 1
66 133 1
66 151 1
66 402 1
67 197 1
67 319 1
68 246 1
68 346 1
68 448 1
68 459 1
68 466 1
68 468 1
68 481 1
68 493 1
68 8 1
68 19 1
68 30 1
68 45 1
68 64 1
68 65 1
68 80 1
68 89 1
68 96 1
68 107 1
68 138 1
68 185 1
68 186 1
68 187 1
68 194 1
68 230 1
68 250 1
68 254 1
68 255 1
68 258 1
68 280 1
68 284 1
68 288 1
68 291 1
68 296 1
68 300 1
68 338 1
68 354 1
68 361 1
68 389 1
68 396 1
68 399 1
68 405 1
68 408 1
68 432 1
68 433 1
69 149 1
69 153 1
69 339 1
69 420 1
70 145 1
71 110 1
71 129 1
71 195 1
71 369 1
72 352 1
74 76 1
75 97 1
77 86 1
77 93 1
77 103 1
77 109 1
77 349 1
78 233 1
79 101 1
79 450 1
79 455 1
79 470 1
79 492 1
79 14 1
79 42 1
79 61 1
79 74 1
79 76 1
79 99 1
79 104 1
79 158 1
79 237 1
79 342 1
79 398 1
80 251 1
81 152 1
81 222 1
82 220 1
84 173 1
84 203 1
86 93 1
86 122 1
86 227 1
86 383 1
88 127 1
88 188 1
88 189 1
88 199 1
88 308 1
90 235 1
90 449 1
90 469 1
90 494 1
90 176 1
91 92 1
91 247 1
91 437 1
92 111 1
92 207 1
92 213 1
92 219 1
92 247 1
93 103 1
94 249 1
94 302 1
96 106 1
96 138 1
96 253 1
96 269 1
96 343 1
97 202 1
97 239 1
99 228 1
101 168 1
101 179 1
101 268 1
101 453 1
101 14 1
101 26 1
101 36 1
101 38 1
101 61 1
101 70 1
101 74 1
101 114 1
101 145 1
101 206 1
101 218 1
101 233 1
101 287 1
101 332 1
103 115 1
104 306 1
105 176 1
105 177 1
105 310 1
105 330 1
106 211 1
107 186 1
107 187 1
108 144 1
108 198 1
109 116 1
109 297 1
110 129 1
110 369 1
111 219 1
111 366 1
111 417 1
111 437 1
112 223 1
112 334 1
112 157 1
112 6 1
112 69 1
112 149 1
113 201 1
113 224 1
113 379 1
113 462 1
113 488 1
113 21 1
113 41 1
113 140 1
113 240 1
113 241 1
113 262 1
113 438 1
114 137 1
114 193 1
114 206 1
114 221 1
114 232 1
114 287 1
114 316 1
114 322 1
114 332 1
114 442 1
115 299 1
116 181 1
116 297 1
116 348 1
116 367 1
117 217 1
117 365 1
118 178 1
118 183 1
118 378 1
121 424 1
122 195 1
122 227 1
122 376 1
123 130 1
123 248 1
123 415 1
125 175 1
125 242 1
127 308 1
128 281 1
130 248 1
130 350 1
131 307 1
132 271 1
133 402 1
134 315 1
134 362 1
134 426 1
135 464 1
135 472 1
135 319 1
136 200 1
136 241 1
136 261 1
136 340 1
136 413 1
137 193 1
138 184 1
138 430 1
140 240 1
141 427 1
142 222 1
142 282 1
142 409 1
143 272 1
146 212 1
146 457 1
146 482 1
146 221 1
146 274 1
147 152 1
147 191 1
148 216 1
149 153 1
153 339 1
153 420 1
154 440 1
157 290 1
157 447 1
157 6 1
157 17 1
157 100 1
157 270 1
159 205 1
159 278 1
159 407 1
160 170 1
160 391 1
161 299 1
162 352 1
163 226 1
165 230 1
165 433 1
166 329 1
166 347 1
167 217 1
167 298 1
168 179 1
168 268 1
168 423 1
168 463 1
168 480 1
168 483 1
168 7 1
168 10 1
168 15 1
168 27 1
168 38 1
168 44 1
168 54 1
168 56 1
168 58 1
168 62 1
168 70 1
168 71 1
168 72 1
168 73 1
168 78 1
168 84 1
168 129 1
168 139 1
168 163 1
168 173 1
168 204 1
168 218 1
168 233 1
168 273 1
168 311 1
168 369 1
168 370 1
168 392 1
168 410 1
169 263 1
169 276 1
169 314 1
169 331 1
169 435 1
170 250 1
171 382 1
172 182 1
172 210 1
172 216 1
173 273 1
173 392 1
175 242 1
176 177 1
176 292 1
176 310 1
177 292 1
177 310 1
178 378 1
179 268 1
179 423 1
179 434 1
179 10 1
179 25 1
179 26 1
179 36 1
179 38 1
179 119 1
179 154 1
179 209 1
179 245 1
179 326 1
179 344 1
179 397 1
179 425 1
180 321 1
180 428 1
181 367 1
182 210 1
182 293 1
182 380 1
184 211 1
184 338 1
184 418 1
184 430 1
185 317 1
185 399 1
187 389 1
187 396 1
190 412 1
190 479 1
190 32 1
190 39 1
190 123 1
190 238 1
190 244 1
190 260 1
190 264 1
190 303 1
190 393 1
191 285 1
191 318 1
192 294 1
193 287 1
193 316 1
193 351 1
193 442 1
194 300 1
194 388 1
200 234 1
201 224 1
201 379 1
201 488 1
201 118 1
201 183 1
201 262 1
201 363 1
201 378 1
202 236 1
202 239 1
205 243 1
205 278 1
209 333 1
210 380 1
211 443 1
212 301 1
212 446 1
212 20 1
212 82 1
212 160 1
212 196 1
212 220 1
217 294 1
218 256 1
219 366 1
219 395 1
219 417 1
221 232 1
221 274 1
221 332 1
223 334 1
223 445 1
223 456 1
223 467 1
223 489 1
223 2 1
223 13 1
223 46 1
223 79 1
223 113 1
223 157 1
223 201 1
223 279 1
223 290 1
223 312 1
223 357 1
223 390 1
223 448 1
223 450 1
223 454 1
223 458 1
223 460 1
223 470 1
223 471 1
223 473 1
223 40 1
223 72 1
223 100 1
223 104 1
223 118 1
223 137 1
223 140 1
223 162 1
223 178 1
223 200 1
223 234 1
223 306 1
223 340 1
223 352 1
223 398 1
223 414 1
223 422 1
224 261 1
228 416 1
229 231 1
229 381 1
229 424 1
230 284 1
230 337 1
230 345 1
232 322 1
233 273 1
233 311 1
235 449 1
235 457 1
235 458 1
235 155 1
236 239 1
236 305 1
237 256 1
237 359 1
240 438 1
241 413 1
244 303 1
244 304 1
245 326 1
246 466 1
246 477 1
246 481 1
246 495 1
246 8 1
246 9 1
246 19 1
246 29 1
246 55 1
246 85 1
246 88 1
246 96 1
246 106 1
246 127 1
246 138 1
246 155 1
246 165 1
246 184 1
