1000 5030
0 365 1
0 342 1
0 727 1
0 400 1
0 643 1
0 261 1
0 253 1
1 579 1
1 780 1
1 435 1
1 777 1
1 10 1
1 78 1
2 267 1
2 382 1
2 640 1
3 839 1
3 877 1
3 38 1
3 901 1
3 314 1
4 730 1
4 149 1
4 756 1
4 436 1
5 797 1
5 234 1
5 557 1
5 501 1
5 205 1
6 62 1
6 444 1
6 88 1
6 623 1
7 752 1
7 804 1
7 224 1
7 381 1
7 985 1
7 837 1
7 711 1
8 468 1
8 175 1
9 331 1
9 654 1
9 558 1
9 257 1
9 174 1
9 112 1
9 249 1
10 9 1
10 48 1
10 829 1
10 130 1
10 42 1
10 992 1
11 82 1
11 871 1
11 999 1
11 309 1
12 830 1
12 48 1
12 508 1
13 133 1
13 282 1
13 254 1
14 526 1
14 324 1
14 790 1
14 664 1
14 935 1
14 744 1
15 616 1
15 853 1
15 292 1
15 829 1
16 472 1
16 967 1
16 18 1
16 953 1
17 891 1
17 885 1
17 737 1
17 106 1
17 111 1
18 7 1
18 432 1
18 24 1
18 655 1
18 757 1
18 715 1
19 650 1
19 809 1
19 37 1
20 871 1
20 431 1
20 898 1
21 703 1
21 471 1
22 132 1
22 31 1
22 635 1
22 996 1
22 219 1
22 611 1
23 440 1
23 92 1
23 975 1
23 265 1
23 15 1
23 904 1
23 201 1
24 320 1
24 141 1
25 271 1
25 233 1
25 257 1
25 389 1
25 666 1
25 590 1
26 283 1
26 257 1
26 190 1
26 947 1
26 908 1
26 785 1
26 894 1
26 87 1
27 495 1
27 266 1
27 61 1
27 685 1
27 76 1
28 34 1
28 208 1
28 951 1
28 110 1
28 488 1
28 579 1
28 75 1
28 431 1
29 963 1
29 317 1
29 435 1
29 93 1
30 20 1
30 272 1
30 468 1
30 512 1
30 51 1
30 215 1
30 590 1
31 295 1
31 923 1
31 300 1
31 689 1
31 534 1
32 265 1
32 277 1
32 564 1
32 791 1
32 8 1
32 157 1
33 869 1
33 578 1
33 585 1
33 241 1
33 987 1
34 252 1
34 82 1
34 814 1
35 599 1
35 725 1
35 593 1
35 569 1
35 769 1
35 899 1
35 347 1
35 455 1
36 117 1
36 325 1
36 234 1
36 537 1
36 261 1
36 956 1
37 315 1
37 10 1
37 91 1
37 458 1
37 612 1
37 245 1
38 915 1
38 340 1
38 385 1
38 775 1
38 662 1
38 776 1
38 314 1
38 194 1
38 264 1
39 746 1
39 792 1
39 646 1
39 990 1
39 670 1
40 975 1
40 864 1
41 800 1
41 631 1
41 59 1
41 689 1
41 74 1
41 295 1
42 334 1
42 904 1
42 796 1
42 123 1
42 644 1
43 359 1
43 414 1
43 422 1
43 113 1
43 877 1
44 15 1
44 425 1
44 777 1
44 934 1
45 428 1
45 216 1
45 54 1
46 530 1
46 288 1
46 615 1
46 230 1
47 620 1
47 120 1
47 533 1
47 172 1
47 664 1
47 907 1
47 870 1
48 44 1
48 939 1
48 56 1
48 654 1
48 644 1
48 228 1
48 394 1
48 826 1
48 112 1
48 822 1
49 586 1
49 79 1
49 535 1
49 995 1
49 750 1
49 633 1
50 113 1
50 479 1
50 605 1
50 831 1
50 299 1
50 213 1
51 863 1
51 233 1
52 667 1
52 531 1
53 416 1
53 380 1
54 888 1
54 491 1
54 952 1
54 759 1
54 862 1
54 700 1
55 916 1
55 28 1
55 378 1
55 652 1
55 996 1
55 695 1
55 566 1
55 604 1
55 449 1
56 93 1
56 625 1
56 720 1
56 114 1
56 228 1
57 832 1
57 456 1
57 509 1
57 915 1
58 47 1
58 484 1
58 198 1
59 202 1
59 624 1
59 83 1
59 132 1
60 257 1
60 468 1
60 389 1
60 348 1
60 473 1
60 375 1
61 754 1
61 701 1
61 346 1
61 216 1
62 478 1
63 582 1
63 37 1
63 706 1
63 529 1
63 79 1
63 748 1
63 802 1
63 650 1
63 974 1
64 229 1
64 138 1
64 232 1
65 438 1
65 40 1
65 8 1
65 784 1
65 32 1
66 113 1
66 89 1
66 264 1
66 374 1
66 860 1
67 410 1
67 42 1
67 499 1
68 950 1
68 297 1
68 366 1
68 128 1
69 352 1
69 302 1
69 405 1
69 393 1
69 807 1
69 360 1
69 759 1
70 743 1
70 901 1
70 148 1
70 194 1
70 553 1
70 917 1
71 785 1
71 421 1
71 628 1
71 786 1
71 134 1
71 596 1
71 283 1
72 832 1
72 451 1
72 924 1
73 159 1
73 335 1
73 834 1
73 278 1
73 173 1
74 976 1
74 585 1
74 736 1
74 636 1
74 33 1
75 155 1
75 709 1
75 883 1
75 177 1
76 718 1
76 18 1
76 897 1
76 671 1
76 741 1
76 888 1
77 170 1
77 974 1
77 535 1
77 91 1
78 625 1
78 719 1
78 543 1
78 265 1
78 722 1
78 922 1
78 281 1
79 957 1
79 470 1
79 734 1
79 98 1
79 529 1
79 573 1
79 431 1
79 735 1
79 19 1
79 99 1
79 802 1
80 292 1
80 861 1
81 479 1
81 948 1
81 348 1
81 666 1
81 408 1
82 650 1
82 458 1
82 859 1
83 914 1
84 731 1
84 295 1
84 566 1
84 452 1
84 736 1
84 356 1
85 229 1
85 933 1
85 505 1
86 986 1
87 628 1
87 786 1
87 678 1
87 607 1
87 182 1
88 765 1
88 194 1
88 148 1
88 137 1
88 544 1
89 795 1
89 901 1
89 336 1
90 787 1
90 409 1
90 529 1
90 918 1
90 311 1
91 818 1
91 734 1
91 943 1
91 865 1
91 478 1
91 185 1
91 535 1
92 904 1
92 723 1
92 1 1
92 63 1
92 160 1
92 851 1
92 255 1
93 995 1
93 119 1
93 92 1
93 843 1
93 1 1
93 873 1
94 256 1
94 64 1
94 377 1
94 120 1
94 423 1
95 524 1
95 754 1
95 699 1
95 226 1
95 463 1
96 305 1
96 557 1
96 319 1
97 880 1
97 831 1
97 414 1
97 832 1
98 760 1
98 334 1
98 321 1
98 11 1
98 431 1
99 573 1
99 750 1
100 156 1
100 118 1
100 327 1
100 263 1
100 94 1
101 288 1
101 154 1
101 881 1
101 190 1
102 19 1
102 500 1
102 999 1
102 116 1
102 673 1
102 82 1
102 706 1
103 817 1
103 445 1
103 316 1
103 576 1
104 348 1
104 770 1
104 590 1
104 740 1
104 603 1
104 389 1
105 133 1
105 746 1
105 36 1
105 234 1
105 426 1
105 517 1
105 518 1
106 365 1
106 36 1
106 140 1
106 180 1
106 730 1
106 257 1
106 733 1
106 13 1
106 282 1
107 554 1
107 417 1
107 219 1
107 450 1
108 788 1
109 139 1
109 537 1
109 106 1
109 489 1
109 392 1
109 332 1
109 647 1
109 260 1
109 17 1
110 409 1
110 391 1
111 133 1
111 285 1
111 282 1
111 643 1
111 392 1
112 273 1
112 975 1
112 644 1
112 29 1
112 826 1
112 930 1
112 592 1
113 803 1
113 3 1
114 160 1
114 44 1
114 1 1
114 80 1
114 281 1
114 265 1
115 997 1
115 528 1
115 172 1
115 454 1
115 403 1
116 372 1
116 633 1
116 568 1
116 971 1
116 890 1
117 382 1
117 660 1
117 204 1
117 733 1
117 365 1
118 121 1
118 688 1
118 701 1
118 696 1
118 154 1
118 338 1
119 755 1
119 184 1
120 688 1
120 615 1
120 448 1
121 141 1
121 761 1
121 577 1
122 87 1
122 235 1
122 950 1
123 292 1
123 255 1
123 654 1
123 60 1
123 220 1
123 363 1
123 93 1
123 10 1
123 243 1
123 659 1
123 853 1
123 341 1
123 641 1
124 944 1
124 939 1
124 853 1
124 114 1
124 42 1
124 48 1
124 826 1
125 678 1
125 388 1
125 847 1
125 68 1
126 313 1
126 882 1
126 977 1
126 178 1
126 486 1
127 148 1
127 338 1
127 502 1
127 665 1
127 712 1
128 26 1
128 103 1
129 85 1
129 707 1
129 327 1
129 833 1
129 933 1
129 101 1
129 703 1
129 231 1
130 60 1
130 123 1
130 799 1
130 780 1
131 352 1
131 184 1
132 356 1
132 611 1
132 417 1
132 840 1
132 965 1
133 694 1
133 608 1
133 376 1
134 39 1
134 197 1
134 182 1
134 278 1
135 597 1
135 376 1
135 39 1
135 858 1
135 96 1
135 106 1
135 467 1
136 55 1
136 646 1
