300 596
0 112 1
0 234 1
0 245 1
0 267 1
0 35 1
0 46 1
0 68 1
0 79 1
0 225 1
0 235 1
0 237 1
0 238 1
0 253 1
0 281 1
0 291 1
0 295 1
0 297 1
0 298 1
0 5 1
0 26 1
0 38 1
0 55 1
0 62 1
0 81 1
0 85 1
0 102 1
0 132 1
0 143 1
0 164 1
1 112 1
1 223 1
1 13 1
1 24 1
1 57 1
1 113 1
1 168 1
1 236 1
1 246 1
1 248 1
1 250 1
1 251 1
1 258 1
1 280 1
1 299 1
1 4 1
1 16 1
1 18 1
1 25 1
1 36 1
1 49 1
1 64 1
1 66 1
1 67 1
1 80 1
1 111 1
1 125 1
1 127 1
1 136 1
1 153 1
1 177 1
1 195 1
1 213 1
2 146 1
2 157 1
2 243 1
2 265 1
2 9 1
2 10 1
2 23 1
2 70 1
2 109 1
2 115 1
2 172 1
2 215 1
2 222 1
4 36 1
4 150 1
5 14 1
5 55 1
5 129 1
5 203 1
6 174 1
8 22 1
8 91 1
8 97 1
10 215 1
13 135 1
13 240 1
13 11 1
13 52 1
13 217 1
15 86 1
16 111 1
17 20 1
19 138 1
19 158 1
19 160 1
19 175 1
20 130 1
21 40 1
21 44 1
22 91 1
22 97 1
22 128 1
23 70 1
24 113 1
24 168 1
24 231 1
24 292 1
25 127 1
26 177 1
26 197 1
27 209 1
28 89 1
29 110 1
35 224 1
35 225 1
35 237 1
35 238 1
35 253 1
35 7 1
35 19 1
35 28 1
35 62 1
35 74 1
35 132 1
35 138 1
35 151 1
35 158 1
36 105 1
37 104 1
37 133 1
38 143 1
42 216 1
46 68 1
46 124 1
46 190 1
46 235 1
46 241 1
46 244 1
46 247 1
46 249 1
46 252 1
46 255 1
46 257 1
46 264 1
46 298 1
46 54 1
46 220 1
50 200 1
51 61 1
51 63 1
51 106 1
51 183 1
51 218 1
55 129 1
57 246 1
57 119 1
58 117 1
63 69 1
63 106 1
64 152 1
66 80 1
66 192 1
68 124 1
68 190 1
68 241 1
68 272 1
68 276 1
68 281 1
68 284 1
68 286 1
68 34 1
68 65 1
68 73 1
68 99 1
68 103 1
68 142 1
68 149 1
68 184 1
69 92 1
69 163 1
70 109 1
70 172 1
71 72 1
71 210 1
72 210 1
73 156 1
74 151 1
75 100 1
76 137 1
76 161 1
76 181 1
77 155 1
79 85 1
80 192 1
81 83 1
82 87 1
82 134 1
83 84 1
88 194 1
90 101 1
90 229 1
90 260 1
90 271 1
90 275 1
90 277 1
90 53 1
90 71 1
90 72 1
90 78 1
90 141 1
90 176 1
90 184 1
90 199 1
91 128 1
91 188 1
93 173 1
96 159 1
96 166 1
98 180 1
98 189 1
99 103 1
100 114 1
101 179 1
101 229 1
101 230 1
101 233 1
101 260 1
101 261 1
101 268 1
101 37 1
101 82 1
101 104 1
105 140 1
107 221 1
112 223 1
112 234 1
112 256 1
112 278 1
112 289 1
112 24 1
112 57 1
112 90 1
112 101 1
112 179 1
112 230 1
112 233 1
112 236 1
112 254 1
112 262 1
112 263 1
112 277 1
112 283 1
112 285 1
112 292 1
112 294 1
112 12 1
112 15 1
112 30 1
112 32 1
112 38 1
112 56 1
112 78 1
112 84 1
112 86 1
112 88 1
112 121 1
112 147 1
112 191 1
112 193 1
112 195 1
115 198 1
120 123 1
124 244 1
124 272 1
124 276 1
124 54 1
124 126 1
136 169 1
136 205 1
137 181 1
137 206 1
140 148 1
146 10 1
149 165 1
150 194 1
157 201 1
157 227 1
157 243 1
157 296 1
157 17 1
157 21 1
157 29 1
157 33 1
157 40 1
157 43 1
157 45 1
157 47 1
157 76 1
157 110 1
157 137 1
157 161 1
157 171 1
157 204 1
157 206 1
157 219 1
158 160 1
158 175 1
158 185 1
163 208 1
167 196 1
168 231 1
168 258 1
168 270 1
168 299 1
168 93 1
168 107 1
168 108 1
168 136 1
168 144 1
168 169 1
168 173 1
168 182 1
168 221 1
169 205 1
170 186 1
171 204 1
172 222 1
175 185 1
177 213 1
179 261 1
179 266 1
179 268 1
179 293 1
179 3 1
179 31 1
179 120 1
179 122 1
179 178 1
180 189 1
183 218 1
187 214 1
190 73 1
190 142 1
190 156 1
201 212 1
201 227 1
201 296 1
201 45 1
201 50 1
201 58 1
204 219 1
212 226 1
212 228 1
212 232 1
212 242 1
212 287 1
212 50 1
212 116 1
212 145 1
212 200 1
223 256 1
223 278 1
223 2 1
223 157 1
223 201 1
223 212 1
223 226 1
223 228 1
223 239 1
223 262 1
223 273 1
223 42 1
223 47 1
223 60 1
223 125 1
223 145 1
223 216 1
225 164 1
226 232 1
226 242 1
226 273 1
226 39 1
226 75 1
226 116 1
226 131 1
226 187 1
226 214 1
227 33 1
227 58 1
227 76 1
227 117 1
228 60 1
229 271 1
229 275 1
229 282 1
229 297 1
229 6 1
229 41 1
229 170 1
231 93 1
232 287 1
232 118 1
233 254 1
233 77 1
233 155 1
234 245 1
234 267 1
234 35 1
234 224 1
234 191 1
235 247 1
235 252 1
235 255 1
235 81 1
235 83 1
235 139 1
236 248 1
236 269 1
236 88 1
237 291 1
237 295 1
238 74 1
239 274 1
239 202 1
240 11 1
240 27 1
240 209 1
242 39 1
242 75 1
242 100 1
242 114 1
242 131 1
243 265 1
243 29 1
243 43 1
243 171 1
243 211 1
244 249 1
245 46 1
246 250 1
246 251 1
246 8 1
246 22 1
246 119 1
247 257 1
247 259 1
247 288 1
247 94 1
247 95 1
247 167 1
247 196 1
250 8 1
250 18 1
251 280 1
251 16 1
252 264 1
252 139 1
252 220 1
253 5 1
253 7 1
253 14 1
253 19 1
253 203 1
254 56 1
254 77 1
256 285 1
256 30 1
257 259 1
257 288 1
257 290 1
257 59 1
257 96 1
257 166 1
257 167 1
258 270 1
258 279 1
258 48 1
258 153 1
259 96 1
259 159 1
261 266 1
261 31 1
261 37 1
261 82 1
261 87 1
261 120 1
261 123 1
261 133 1
261 134 1
262 263 1
262 15 1
262 154 1
263 147 1
263 154 1
265 23 1
265 211 1
266 293 1
266 122 1
266 188 1
266 207 1
267 13 1
267 79 1
267 135 1
267 240 1
267 269 1
267 27 1
267 217 1
268 3 1
268 178 1
270 279 1
270 48 1
270 51 1
270 67 1
270 105 1
270 107 1
270 108 1
270 140 1
270 148 1
270 162 1
271 6 1
271 174 1
271 199 1
272 284 1
272 65 1
272 98 1
272 126 1
272 149 1
272 165 1
272 180 1
273 283 1
273 42 1
273 187 1
274 202 1
275 282 1
275 71 1
275 176 1
277 141 1
278 289 1
278 2 1
278 146 1
278 239 1
278 274 1
278 9 1
278 32 1
278 115 1
278 198 1
279 51 1
279 61 1
279 63 1
279 69 1
279 92 1
279 162 1
279 163 1
279 183 1
279 208 1
280 4 1
280 64 1
280 66 1
280 150 1
280 152 1
281 99 1
281 102 1
282 41 1
284 286 1
284 98 1
285 294 1
285 121 1
286 34 1
287 118 1
288 290 1
288 94 1
288 95 1
289 90 1
289 53 1
290 59 1
290 144 1
291 26 1
291 52 1
291 197 1
292 28 1
292 89 1
293 207 1
294 12 1
294 193 1
296 17 1
296 20 1
296 21 1
296 44 1
296 130 1
297 170 1
297 186 1
299 25 1
299 49 1
299 182 1
