500 2494
0 440 1
0 226 1
0 337 1
0 430 1
0 466 1
0 172 1
1 443 1
1 371 1
1 18 1
1 88 1
2 377 1
2 115 1
2 207 1
2 492 1
2 105 1
2 342 1
3 251 1
3 418 1
3 73 1
3 442 1
3 72 1
3 59 1
4 268 1
4 152 1
4 284 1
4 135 1
5 405 1
5 213 1
5 323 1
6 378 1
6 225 1
6 372 1
6 171 1
7 197 1
7 293 1
7 470 1
7 449 1
8 28 1
8 343 1
8 233 1
8 311 1
8 459 1
8 351 1
8 60 1
9 194 1
9 317 1
9 341 1
9 417 1
9 176 1
10 313 1
10 114 1
10 40 1
10 139 1
10 94 1
11 356 1
11 485 1
11 437 1
11 287 1
11 370 1
12 280 1
12 176 1
12 272 1
12 172 1
12 198 1
12 318 1
13 28 1
13 7 1
13 455 1
13 428 1
13 262 1
13 162 1
13 459 1
13 285 1
13 293 1
13 236 1
14 241 1
14 250 1
14 397 1
14 31 1
14 42 1
15 19 1
15 279 1
15 439 1
15 189 1
16 298 1
16 455 1
16 31 1
16 433 1
17 18 1
17 108 1
17 126 1
17 77 1
17 255 1
18 214 1
18 146 1
18 82 1
18 361 1
18 14 1
19 483 1
19 30 1
19 189 1
19 401 1
20 451 1
20 180 1
20 174 1
20 379 1
20 489 1
20 362 1
20 121 1
21 486 1
21 306 1
21 259 1
21 399 1
22 248 1
22 329 1
22 76 1
22 436 1
23 27 1
23 238 1
23 96 1
23 207 1
23 41 1
23 105 1
23 465 1
24 412 1
24 256 1
24 152 1
24 54 1
24 270 1
24 242 1
24 144 1
25 401 1
25 92 1
25 437 1
26 41 1
26 471 1
26 350 1
26 447 1
26 365 1
26 497 1
27 411 1
27 482 1
27 105 1
28 187 1
28 341 1
28 254 1
29 451 1
29 95 1
29 269 1
29 64 1
29 314 1
30 25 1
30 363 1
30 136 1
30 119 1
30 189 1
30 258 1
30 297 1
31 440 1
31 208 1
32 490 1
32 179 1
32 22 1
32 120 1
32 68 1
32 380 1
32 292 1
32 260 1
33 95 1
33 116 1
33 182 1
33 161 1
33 326 1
33 185 1
33 206 1
33 99 1
34 358 1
34 402 1
34 423 1
34 496 1
34 231 1
34 308 1
34 229 1
35 161 1
35 133 1
35 42 1
35 380 1
35 260 1
36 219 1
36 363 1
36 297 1
36 136 1
36 448 1
37 359 1
37 360 1
37 210 1
37 313 1
37 139 1
38 333 1
38 143 1
38 475 1
38 176 1
39 331 1
39 328 1
39 127 1
39 17 1
39 126 1
39 397 1
39 355 1
39 300 1
40 408 1
40 58 1
40 180 1
40 71 1
40 20 1
41 102 1
41 498 1
42 304 1
43 355 1
43 203 1
43 138 1
43 328 1
43 221 1
44 8 1
44 483 1
44 28 1
44 197 1
45 375 1
45 466 1
45 195 1
45 272 1
46 97 1
47 483 1
47 22 1
47 265 1
47 79 1
47 449 1
47 268 1
47 140 1
48 32 1
48 464 1
48 22 1
48 161 1
48 147 1
48 206 1
49 376 1
50 164 1
50 99 1
50 246 1
51 390 1
51 184 1
51 170 1
51 252 1
51 386 1
52 140 1
52 117 1
52 128 1
52 306 1
53 47 1
53 130 1
53 239 1
54 209 1
54 168 1
54 461 1
54 53 1
